0,SHITOMASI,BRISK1,SHITOMASI,BRISK,11.8809,13.8948
2,SHITOMASI,BRISK,13.9885,12.4478
3,SHITOMASI,BRISK,16.9617,13.5089
4,SHITOMASI,BRISK,13.4396,12.9162
5,SHITOMASI,BRISK,12.4126,13.5185
6,SHITOMASI,BRISK,14.2128,13.4761
7,SHITOMASI,BRISK,13.0818,11.8257
8,SHITOMASI,BRISK,14.4824,13.1407
9,SHITOMASI,BRISK,12.0435,11.9106
10,SHITOMASI,BRISK,12.5913,14.0407
11,SHITOMASI,BRISK,10.9391,12.9717
12,SHITOMASI,BRISK,9.9989,11.8967
13,SHITOMASI,BRISK,9.47086,12.2852
14,SHITOMASI,BRISK,9.21554,10.5464
15,SHITOMASI,BRISK,8.37859,8.70213
16,SHITOMASI,BRISK,8.88488,10.8452
17,SHITOMASI,BRISK,10.9544,11.8197
18,SHITOMASI,BRISK,8.74563,8.40751
0,SHITOMASI,BRIEF1,SHITOMASI,BRIEF,11.8809,13.9019
2,SHITOMASI,BRIEF,13.9885,13.0387
3,SHITOMASI,BRIEF,16.9617,11.0044
4,SHITOMASI,BRIEF,13.4396,14.2567
5,SHITOMASI,BRIEF,12.4126,12.3506
6,SHITOMASI,BRIEF,14.2128,13.5457
7,SHITOMASI,BRIEF,13.0818,16.854
8,SHITOMASI,BRIEF,14.4824,11.9553
9,SHITOMASI,BRIEF,12.0435,11.9264
10,SHITOMASI,BRIEF,12.5913,12.8285
11,SHITOMASI,BRIEF,10.9391,11.5577
12,SHITOMASI,BRIEF,9.9989,11.5241
13,SHITOMASI,BRIEF,9.47086,11.4
14,SHITOMASI,BRIEF,9.21554,11.0545
15,SHITOMASI,BRIEF,8.37859,11.7405
16,SHITOMASI,BRIEF,8.88488,12.2688
17,SHITOMASI,BRIEF,10.9544,10.8657
18,SHITOMASI,BRIEF,8.74563,8.17889
0,SHITOMASI,ORB1,SHITOMASI,ORB,11.8809,13.6661
2,SHITOMASI,ORB,13.9885,12.2204
3,SHITOMASI,ORB,16.9617,11.5476
4,SHITOMASI,ORB,13.4396,13.0773
5,SHITOMASI,ORB,12.4126,12.1848
6,SHITOMASI,ORB,14.2128,14.6025
7,SHITOMASI,ORB,13.0818,12.9475
8,SHITOMASI,ORB,14.4824,11.8367
9,SHITOMASI,ORB,12.0435,11.8703
10,SHITOMASI,ORB,12.5913,13.6717
11,SHITOMASI,ORB,10.9391,11.5546
12,SHITOMASI,ORB,9.9989,11.6017
13,SHITOMASI,ORB,9.47086,11.6247
14,SHITOMASI,ORB,9.21554,10.7101
15,SHITOMASI,ORB,8.37859,10.2478
16,SHITOMASI,ORB,8.88488,11.414
17,SHITOMASI,ORB,10.9544,10.4945
18,SHITOMASI,ORB,8.74563,8.02982
0,SHITOMASI,FREAK1,SHITOMASI,FREAK,11.8809,15.3991
2,SHITOMASI,FREAK,13.9885,12.5392
3,SHITOMASI,FREAK,16.9617,11.5
4,SHITOMASI,FREAK,13.4396,13.4067
5,SHITOMASI,FREAK,12.4126,12.5078
6,SHITOMASI,FREAK,14.2128,13.9876
7,SHITOMASI,FREAK,13.0818,13.8277
8,SHITOMASI,FREAK,14.4824,12.1502
9,SHITOMASI,FREAK,12.0435,10.9782
10,SHITOMASI,FREAK,12.5913,13.8648
11,SHITOMASI,FREAK,10.9391,11.4072
12,SHITOMASI,FREAK,9.9989,12.7769
13,SHITOMASI,FREAK,9.47086,12.3243
14,SHITOMASI,FREAK,9.21554,11.5328
15,SHITOMASI,FREAK,8.37859,9.16265
16,SHITOMASI,FREAK,8.88488,10.9372
17,SHITOMASI,FREAK,10.9544,10.7263
18,SHITOMASI,FREAK,8.74563,9.22727
0,SHITOMASI,SIFT1,SHITOMASI,SIFT,11.8809,13.826
2,SHITOMASI,SIFT,13.9885,12.08
3,SHITOMASI,SIFT,16.9617,11.4703
4,SHITOMASI,SIFT,13.4396,13.327
5,SHITOMASI,SIFT,12.4126,12.1312
6,SHITOMASI,SIFT,14.2128,13.2215
7,SHITOMASI,SIFT,13.0818,12.2347
8,SHITOMASI,SIFT,14.4824,12.0542
9,SHITOMASI,SIFT,12.0435,11.9753
10,SHITOMASI,SIFT,12.5913,13.368
11,SHITOMASI,SIFT,10.9391,11.7502
12,SHITOMASI,SIFT,9.9989,11.5986
13,SHITOMASI,SIFT,9.47086,11.6524
14,SHITOMASI,SIFT,9.21554,11.2222
15,SHITOMASI,SIFT,8.37859,9.82296
16,SHITOMASI,SIFT,8.88488,11.6167
17,SHITOMASI,SIFT,10.9544,10.9447
18,SHITOMASI,SIFT,8.74563,8.88054
0,Harris,BRISK1,Harris,BRISK,11.8809,8.81335
2,Harris,BRISK,13.9885,11.0081
3,Harris,BRISK,16.9617,-0.1
4,Harris,BRISK,13.4396,11.3951
5,Harris,BRISK,12.4126,13.3698
6,Harris,BRISK,14.2128,12.9945
7,Harris,BRISK,13.0818,12.2792
8,Harris,BRISK,14.4824,13.5704
9,Harris,BRISK,12.0435,nan
10,Harris,BRISK,12.5913,-0.2
11,Harris,BRISK,10.9391,11.6702
12,Harris,BRISK,9.9989,7.37931
13,Harris,BRISK,9.47086,284.161
14,Harris,BRISK,9.21554,5.66097
15,Harris,BRISK,8.37859,-29.5616
16,Harris,BRISK,8.88488,6.33898
17,Harris,BRISK,10.9544,12.5848
18,Harris,BRISK,8.74563,-0.2
0,Harris,BRIEF1,Harris,BRIEF,11.8809,8.81335
2,Harris,BRIEF,13.9885,11.0081
3,Harris,BRIEF,16.9617,-20.0948
4,Harris,BRIEF,13.4396,11.3951
5,Harris,BRIEF,12.4126,34.1473
6,Harris,BRIEF,14.2128,13.5599
7,Harris,BRIEF,13.0818,14.2744
8,Harris,BRIEF,14.4824,13.5704
9,Harris,BRIEF,12.0435,2.85939
10,Harris,BRIEF,12.5913,10.2931
11,Harris,BRIEF,10.9391,11.6702
12,Harris,BRIEF,9.9989,11.3925
13,Harris,BRIEF,9.47086,284.161
14,Harris,BRIEF,9.21554,5.66097
15,Harris,BRIEF,8.37859,-29.5616
16,Harris,BRIEF,8.88488,6.71705
17,Harris,BRIEF,10.9544,12.5848
18,Harris,BRIEF,8.74563,12.8381
0,Harris,ORB1,Harris,ORB,11.8809,8.81335
2,Harris,ORB,13.9885,10.586
3,Harris,ORB,16.9617,-inf
4,Harris,ORB,13.4396,12.4858
5,Harris,ORB,12.4126,37.3809
6,Harris,ORB,14.2128,12.9945
7,Harris,ORB,13.0818,13.497
8,Harris,ORB,14.4824,12.6385
9,Harris,ORB,12.0435,2.85939
10,Harris,ORB,12.5913,10.2931
11,Harris,ORB,10.9391,11.6702
12,Harris,ORB,9.9989,11.1055
13,Harris,ORB,9.47086,13.4327
14,Harris,ORB,9.21554,5.66097
15,Harris,ORB,8.37859,-25.2781
16,Harris,ORB,8.88488,6.71705
17,Harris,ORB,10.9544,12.5848
18,Harris,ORB,8.74563,-inf
0,Harris,FREAK1,Harris,FREAK,11.8809,8.69538
2,Harris,FREAK,13.9885,10.586
3,Harris,FREAK,16.9617,nan
4,Harris,FREAK,13.4396,11.6519
5,Harris,FREAK,12.4126,13.3698
6,Harris,FREAK,14.2128,13.5599
7,Harris,FREAK,13.0818,12.3379
8,Harris,FREAK,14.4824,12.6385
9,Harris,FREAK,12.0435,nan
10,Harris,FREAK,12.5913,10.2931
11,Harris,FREAK,10.9391,11.2142
12,Harris,FREAK,9.9989,11.1055
13,Harris,FREAK,9.47086,13.301
14,Harris,FREAK,9.21554,-0.201621
15,Harris,FREAK,8.37859,-0.2
16,Harris,FREAK,8.88488,6.33929
17,Harris,FREAK,10.9544,nan
18,Harris,FREAK,8.74563,nan
0,Harris,SIFT1,Harris,SIFT,11.8809,8.81335
2,Harris,SIFT,13.9885,18.2178
3,Harris,SIFT,16.9617,-20.0948
4,Harris,SIFT,13.4396,11.3794
5,Harris,SIFT,12.4126,37.3809
6,Harris,SIFT,14.2128,13.5599
7,Harris,SIFT,13.0818,13.497
